term_id,term,df
48382,overlay,34
48383,jachin,6
48384,boaz,14
48388,pasargad,3
48389,artaxerx,20
48390,siloam,11
48391,tticher,3
48394,curtiu,34
48395,treu,4
48396,antik,4
48397,micha,21
48400,tarbel,11
48401,olympiad,17
48402,pelasgi,6
48403,tumulu,11
48404,dromo,4
48407,trenail,3
48409,posticum,3
48414,clerestori,15
48415,grandios,52
48417,cockerel,25
48419,ziller,3
48421,verral,6
48425,koldewey,4
48427,griechischen,9
48428,tempel,3
48430,sicilien,3
48433,polia,5
48434,poseidon,20
48436,erechtheu,6
48437,wingless,25
48438,choragu,5
48439,imbric,15
48440,perdicca,4
48442,antiochu,28
48443,epiphan,16
48444,pisistratu,11
48445,sto,19
48446,archon,12
48447,gymnasia,15
48448,piscin,4
48449,mausolu,5
48450,artemisia,11
48451,scopa,4
48452,santorin,4
48455,demet,23
48456,sculapiu,21
48458,tegea,5
48459,elea,7
48460,rhamnu,7
48463,epidauru,12
48465,sicyon,11
48466,patara,6
48467,taormina,3
48471,romer,7
48474,cinctur,20
48475,denticul,6
48477,pozzuoli,8
48480,encaust,8
48484,mazoi,3
48486,neuest,4
48487,crossett,4
48491,caldarium,3
48492,frigidarium,4
48493,congeri,27
48494,travertin,7
48495,aventin,14
48496,giardino,8
48497,pigna,3
48500,pompeiian,7
48501,atria,6
48502,museo,10
48503,libera,18
48505,apollodoru,15
48506,adriano,9
48507,fano,11
48510,dolabella,6
48512,chama,6
48513,latina,14
48514,gordianu,4
48519,nge,15
48521,knapp,24
48523,bei,27
48526,syri,5
48527,bacchic,11
48528,constantia,12
48529,fuori,10
48530,mura,13
48532,reoccupi,32
48534,sabina,16
48535,vincoli,4
48540,dominica,17
48541,coeli,15
48542,rotonda,3
48543,parenzo,3
48545,torcello,6
48547,murano,13
48548,spoleto,8
48549,nocera,5
48550,pagani,8
48553,eski,5
48558,siout,3
48569,enchantingli,24
48571,basketwork,3
48572,unstructur,3
48575,theotoko,3
48581,batan,3
48582,serai,10
48585,fondaco,3
48594,kostroma,3
48595,vasili,4
48597,novgorod,12
48601,wallachia,20
48603,persan,4
48606,essai,37
48607,espagn,26
48608,gouri,3
48611,copt,14
48613,fatimit,3
48615,imam,8
48617,rist,9
48621,hareem,3
48623,rahman,8
48624,mansour,4
48625,cairen,3
48626,barca,15
48627,abencerrag,7
48629,abad,6
48630,moab,28
48631,genghi,7
48632,haroun,19
48633,rashid,6
48634,sufi,6
48635,isidoru,4
48637,quadripartit,5
48638,ahm,32
48644,pacha,27
48645,mameluk,27
48646,tuni,70
48648,generalif,6
48649,yussuf,3
48654,khaneh,3
48658,caravanserai,19
48659,shiraz,10
48661,minar,3
48663,adina,4
48665,lal,24
48670,muti,4
48675,bayazid,7
48676,vizir,8
48679,lenoir,8
48680,monastiqu,3
48682,rohault,3
48683,pise,3
48684,charent,12
48685,religieus,10
48686,ostrogoth,8
48688,monastic,12
48692,skew,15
48693,donato,8
48694,friuli,10
48696,modena,39
48698,germini,3
48699,honorat,5
48702,noit,4
48703,neuvi,4
48704,quimperl,3
48705,rieux,17
48709,rigueux,3
48710,avit,3
48711,nieur,6
48715,tarascon,11
48718,nieder,9
48719,rhein,19
48721,westfalen,3
48723,sachsen,7
48724,carolingian,6
48725,redupl,24
48726,hohenstauffen,3
48727,ludwig,64
48733,johannisberg,9
48735,lubeck,13
48739,rippen,3
48740,romsey,6
48743,stil,10
48744,gothiqu,3
48745,nesfield,4
48746,suger,4
48747,abaci,3
48749,mant,21
48750,leu,12
48751,esser,12
48752,etamp,7
48753,bertrand,50
48754,comming,4
48755,nazair,8
48756,carcassonn,11
48757,montpelli,34
48758,nizier,3
48759,auxerroi,6
48760,epin,6
48763,couci,10
48764,montargi,13
48766,creil,10
48767,drale,3
48768,moul,12
48769,conoid,4
48770,purbeck,9
48772,merlon,6
48773,netley,9
48776,wardour,15
48777,warkworth,5
48779,preussischen,7
48780,staat,16
48782,hase,11
48789,lehrbuch,11
48792,gerhard,18
48796,thal,19
48797,toul,17
48801,thann,4
48803,erfurt,23
48806,moldau,8
48809,breslau,48
48810,tournai,7
48811,tongr,6
48812,dinant,9
48813,dordrecht,8
48814,aerschot,4
48815,haarlem,30
48817,arnheim,7
48818,oudenard,8
48820,esteban,8
48822,pino,12
48823,oviedo,10
48825,pablo,26
48826,parral,5
48827,miraflor,9
48829,puerta,12
48831,serra,15
48832,consistori,37
48834,gruner,4
48837,arno,52
48840,fermo,9
48841,bargello,5
48843,monza,4
48845,udin,4
48846,pepoli,4
48847,bardi,7
48849,capponi,6
48850,tolomei,3
48854,firenz,11
48856,montigni,16
48857,poqu,7
48858,tosi,3
48860,scholastic,24
48861,rediscov,49
48864,lunett,16
48865,cosimo,13
48867,sforza,21
48870,gauthier,8
48871,projet,9
48872,primitif,4
48874,gurlitt,3
48877,madama,6
48879,georgio,6
48880,montefiascon,3
48881,capitolin,22
48882,pompei,5
48884,orto,7
48887,spinelli,4
48890,vado,4
48892,cristoforo,3
48894,presso,6
48895,celso,4
48897,catarina,7
48898,bastiano,3
48903,colleoni,3
48904,organo,5
48905,crema,3
48907,nardi,5
48908,sora,4
48913,laurentian,16
48914,mercato,3
48915,uffizi,14
48921,nuov,4
48922,pellegrini,3
48924,teatro,14
48928,spinola,13
48930,marcello,11
48931,annunziata,9
48933,magnifico,17
48937,giustiniani,7
48941,ludovisi,10
48948,ignazio,4
48950,brera,3
48952,dogana,5
48953,apostoli,7
48957,morelli,5
48960,labord,9
48962,frankreich,7
48963,pattison,25
48967,tailleur,4
48968,sequent,19
48969,rosso,6
48971,primaticcio,4
48972,morgana,13
48973,horlog,8
48974,papier,30
48975,apollon,3
48976,mansard,16
48978,chaumont,28
48980,lallem,7
48981,viller,15
48982,cotteret,6
48984,granvel,6
48985,niort,8
48990,cerf,17
48991,blondel,18
48992,banqu,6
48993,luyn,10
48995,muet,6
48996,bruant,3
48997,monnai,10
48999,compiegn,6
49000,varenn,18
49003,zeitalt,5
49004,gotch,4
49006,seignori,19
49007,raglan,13
49008,appliqu,10
49012,buckhurst,6
49013,beaupr,10
49015,bolsov,6
49016,heriot,12
49018,grimsthorp,3
49019,bezold,3
49022,fritsch,5
49024,stahl,14
49025,verdier,6
49027,domestiqu,6
49028,giov,7
49032,peller,3
49033,frankfurt,34
49038,lk,6
49040,lichtenstein,8
49043,dessau,18
49046,strow,13
49047,oel,5
49048,bernburg,4
49053,schmalkald,4
49057,dt,18
49059,bevern,4
49063,schl,5
49064,heilbronn,12
49065,posen,28
49067,emden,10
49068,neiss,4
49069,nordhausen,3
49071,infanta,27
49072,carcel,8
49073,baez,3
49075,pilar,8
49076,greco,23
49078,winckelmann,10
49080,pleasingli,23
49081,foredoom,45
49084,costliest,28
49086,priv,18
49088,licht,19
49089,tzow,5
49094,modernen,3
49099,dill,22
49100,selfridg,5
49102,curvilinear,13
49104,pithecanthropu,3
49105,piltdown,4
49106,neanderth,7
49108,modernist,6
49109,simian,18
49111,amphibian,17
49113,chimpanze,28
49114,anthropoid,20
49115,primat,68
49116,copernican,19
49117,amoeba,14
49118,vestigi,7
49119,mccann,12
49121,evidenti,6
49122,communist,61
49123,agnostic,25
49124,unproven,11
49126,logarithm,33
49127,sumerian,10
49128,interbreed,5
49129,helmholtz,25
49130,einstein,17
49131,hrdlicka,3
49132,opteryx,4
49135,calculu,47
49137,virchow,13
49138,mauro,5
49139,bolshev,10
49140,darrow,5
49141,serolog,3
49142,hamit,10
49143,turanian,15
49145,hookworm,6
49147,loeb,11
49148,rhomb,8
49149,permut,18
49152,mauer,3
49153,bolshevist,9
49154,alchemi,72
49155,pean,5
49156,deist,30
49157,sempl,13
49158,dave,59
49159,polyphylet,3
49161,yearbook,10
49162,chronologist,4
49163,thibetan,11
49164,sanscrit,44
49166,tutankhamen,3
49167,amraphel,4
49168,rainless,16
49169,ptah,5
49171,cursiv,8
49172,accad,3
49173,bellicos,20
49174,utang,3
49176,regress,22
49177,bateson,3
49178,motli,3
49179,overtow,5
49180,handel,47
49181,unreplac,3
49182,slenderest,20
49183,winchel,5
49184,southal,5
49185,lecont,3
49186,uranium,13
49187,mollusca,15
49188,unisexu,6
49189,tenuou,34
49190,vector,11
49191,abtrus,3
49192,teleolog,21
49193,euphemist,21
49194,chromat,43
49195,quintillion,4
49197,antar,12
49198,meteorit,12
49199,leib,7
49200,univ,35
49201,schaaffhausen,3
49202,quadrumana,4
49203,magnon,5
49204,zebra,46
49205,infertil,17
49206,merodach,5
49207,yom,5
49208,hypotenus,7
49209,quantit,56
49212,gemmul,4
49213,etheridg,7
49216,erlangen,14
49218,orr,29
49219,edinburg,11
49221,provabl,15
49222,bibb,4
49224,unexcel,20
49225,bp,20
49229,mckinney,10
49230,irrefut,47
49231,luth,3
49233,bibliotheca,28
49236,anthropo,4
49238,exegesi,19
49249,eocen,15
49250,alluvi,65
49253,bronco,18
49254,quaternari,16
49255,inexact,32
49256,altamira,5
49258,aeneid,21
49259,tuttl,21
49261,aquaforti,8
49262,woolley,12
49263,chundra,3
49264,lela,6
49266,soviet,18
49268,aime,7
49269,propon,4
49270,crownest,4
49271,sesquipedalian,6
49272,slacker,30
49273,pub,64
49275,hymnal,10
49277,giv,44
49278,pyren,4
49279,guadix,4
49282,nella,22
49283,nel,38
49286,cortil,5
49288,almeria,6
49289,capilla,4
49291,alc,17
49293,frontera,6
49294,sevilla,9
49295,cordoba,6
49297,zar,7
49298,tarifa,7
49299,arco,13
49301,veduta,3
49302,catedr,4
49304,escori,5
49306,rieur,23
49311,desd,6
49312,blick,5
49317,citt,6
49320,cueva,8
49321,carmona,3
49322,yust,10
49324,cappella,6
49326,corrida,8
49327,vizcaya,6
49330,auf,53
49333,roca,8
49334,huerta,9
49335,vega,51
49336,mihrab,4
49338,marqu,57
49340,bilbao,14
49343,cepeda,4
49344,durango,4
49346,jerez,5
49349,montserrat,9
49351,pontevedra,5
49352,santand,9
49353,fondo,5
49355,vom,36
49356,calvair,3
49357,castello,23
49358,cke,13
49360,universit,7
49361,trademark,36
49362,visto,7
49364,trujillo,4
49366,asturia,12
49367,albufera,3
49369,vigo,19
49370,darro,5
49373,escali,12
49374,paysan,8
49375,alicant,7
49377,pardo,18
49382,entrada,3
49385,monistrol,3
49389,acu,10
49390,escuela,3
49391,lino,10
49392,ramiro,6
49396,dur,24
49401,tajo,3
49402,cuenca,3
49405,marto,6
49408,pancorbo,3
49411,sobr,14
49412,nach,36
49413,kloster,6
49414,kapel,5
49416,almer,3
49418,roc,20
49423,souterrain,3
49424,iglesia,8
49425,sagunto,3
49426,cerca,5
49427,trono,3
49428,trepp,3
49431,zaragoza,10
49432,chiesa,9
49433,kirch,15
49434,magdalena,21
49435,menor,3
49437,guipuzcoa,6
49438,galicia,37
49440,mirador,4
49441,retiro,6
49443,duero,6
49444,ecija,3
49448,turr,7
49452,garten,9
49453,reja,5
49458,marches,10
49459,antigua,26
49462,barraca,3
49464,schmuck,5
49465,goya,9
49473,segr,3
49475,gesehen,4
49476,aragones,7
49483,monasterio,3
49488,plentitud,6
49490,araucaria,6
49492,dais,3
49495,cacer,4
49496,feria,12
49497,asturian,8
49498,colonad,3
49499,rucksack,4
49505,osma,3
49506,ase,11
49514,monta,9
49515,esa,8
49522,zamora,7
49532,cypr,5
49539,finestra,4
49540,grata,22
49541,convento,5
49542,facad,47
49545,autel,6
49546,coro,7
49547,brunnen,6
49548,charrett,3
49549,posada,9
49551,antica,7
49552,ridional,3
49553,meridional,5
49557,palmier,9
49559,tard,19
49560,abend,9
49562,misch,7
49563,tten,8
49568,espagnol,13
49571,niglichen,3
49573,biblioteca,5
49575,clo,67
49576,chiostro,3
49578,boeuf,15
49579,buol,3
49580,bosqu,3
49582,rovin,8
49585,einsam,3
49588,matador,17
49589,atto,3
49591,termino,6
49596,camino,12
49598,passo,9
49599,lago,38
49606,goir,10
49608,universidad,3
49609,costumi,7
49615,eucalyptu,27
49621,viscaya,3
49622,pietra,11
49625,bastien,13
49626,sebastiano,10
49629,galic,3
49631,furthermost,13
49632,zeiss,4
49633,boscag,5
49635,sultana,33
49637,wistaria,20
49638,mallow,29
49639,narcissi,8
49641,genil,3
49642,nada,10
49643,muezzin,15
49644,trellis,45
49645,burnoos,9
49646,islamit,3
49647,illah,7
49651,castillian,7
49652,plateaux,17
49653,guadarrama,5
49656,veronica,29
49657,cess,44
49658,cerimoni,3
49661,sevillian,3
49662,andalusian,28
49664,zaguan,3
49665,patina,7
49666,ulia,5
49668,tertulla,3
49669,cultura,3
49670,spiki,13
49672,feedeth,9
49674,honorif,7
49675,cantabrian,9
49678,clodhop,3
49683,baln,6
49686,unhewn,16
49689,pepa,3
49691,ferrol,15
49701,rme,3
49704,bassin,8
49709,pavillion,4
49713,reina,10
49715,nigin,5
49726,einem,15
49731,pasi,3
49735,cathedral,7
49744,zingara,4
49747,laut,4
49750,stadt,24
49751,citta,8
49754,ayuntamiento,6
49763,poup,6
49766,herzog,20
49767,couvent,4
49770,selva,7
49773,santuario,3
49777,naranja,5
49780,ermita,4
49782,ermitag,3
49787,stroh,3
49788,paill,7
49791,paglia,3
49792,socorro,3
49794,secour,15
49797,einer,21
49799,auberg,18
49800,trattoria,4
49804,hopit,3
49810,acqua,6
49813,dorf,5
49815,schenk,8
49816,buvett,5
49818,osteria,8
49822,heut,6
49827,vont,11
49828,maur,14
49829,cristiana,4
49831,uso,4
49833,diesem,7
49834,werk,30
49836,hlen,7
49837,sind,39
49841,creus,7
49846,anch,7
49847,giorno,17
49853,hervor,6
49861,cker,7
49865,uomo,5
49878,caban,8
49880,dentel,6
49885,sull,9
49886,spall,4
49897,tapisseri,4
49901,pittur,3
49907,platin,5
49908,jard,6
49914,porton,4
49915,stesso,3
49916,pital,14
49919,buey,3
49926,silvestr,7
49927,aldea,5
49928,vor,23
49938,romani,40
49941,bauer,25
49943,contadino,3
49944,govi,3
49946,bleiben,5
49947,doch,21
49951,muralla,3
49952,murail,4
49953,machicol,11
49954,fuert,4
49955,defensa,3
49957,apsi,7
49962,fens,11
49965,munita,3
49971,begriff,10
49973,toreador,11
49979,vieux,39
49981,haus,11
49982,domingu,5
49985,ort,30
49988,stato,9
49992,barranco,4
49994,chste,4
50002,maledetta,3
50018,rocher,15
50019,retablo,4
50023,galeria,4
50024,galleria,4
50026,ehem,4
50027,antico,10
50033,darstellung,6
50035,limon,6
50037,estudio,3
50038,schule,19
50039,paseo,8
50042,mulo,4
50048,plusieur,14
50050,ritag,3
50051,caten,5
50057,pfort,4
50061,foresta,6
50064,ier,8
50080,contadini,5
50095,cimeti,3
50101,sebastien,6
50104,stretto,3
50106,knaben,5
50108,bambini,3
50110,vth,4
50111,ria,17
50112,bucht,3
50113,baie,6
50114,seno,5
50115,juego,3
50117,echapp,3
50119,vico,15
50120,penumbra,12
50125,updat,28
50126,renam,46
50127,tulliv,6
50128,stell,16
50129,pullet,34
50130,glegg,3
50133,gell,21
50134,kezia,4
50136,ogg,4
50137,lorton,3
50138,niver,61
50139,spitfir,20
50140,toffe,10
50144,scholard,8
50146,heyday,49
50147,cowslip,51
50149,crosser,8
50150,yallow,7
50152,forrard,21
50154,bib,58
50155,slowish,3
50156,wanderin,21
50158,cademi,3
50159,swop,17
50161,tench,17
50162,hoigh,3
50163,rickyard,7
50165,stoat,18
50166,snubbi,6
50167,lawk,14
50169,thumbnail,13
50170,bluebottl,15
50171,stackyard,3
50172,pouter,13
50174,earwig,16
50175,gipsydom,3
50177,peccavi,14
50181,pannier,50
50182,crake,5
50183,harrier,10
50185,hassal,9
50186,brer,9
50187,craik,18
50188,lilliput,13
50189,duckl,57
50190,toussaint,17
50191,rati,6
50192,clerc,18
50193,ouvertur,9
50195,lizi,3
50197,ellicott,8
50199,mandi,15
50203,liberta,11
50204,mingo,12
50205,primu,36
50206,leetl,56
50207,dahomey,13
50208,costin,5
50210,hayti,36
50211,raynal,9
50213,kere,3
50215,crittur,9
50217,saxton,6
50220,moys,6
50221,joux,3
50223,sartin,38
50224,sigourney,5
50225,rainsford,5
50226,maurepa,6
50227,plaisir,26
50228,toged,4
50229,backi,5
50230,fip,4
50232,bekas,9
50233,everywhar,4
50234,sligo,13
50239,hammersmith,29
50240,marthi,12
50241,oneasi,15
50242,bruno,70
50243,magin,7
50244,dayton,34
50245,carthagena,21
50247,carest,14
50251,beholdest,12
50252,erthrown,10
50254,lamoth,3
50255,lacomb,9
50256,jeannot,4
50259,unrestrict,64
50262,lacroix,13
50263,vainest,22
50264,guadaloup,16
50266,bellair,15
50268,mower,64
50269,shipload,35
50272,unsympath,10
50273,decatur,25
50274,amphion,21
50280,brack,15
50281,manumiss,14
50283,unshorn,33
50284,wesleyan,47
50285,disenthral,3
50288,octoroon,6
50291,shipyard,27
50292,wellnigh,52
50293,freeland,4
50294,calker,5
50295,quadroon,10
50296,opodeldoc,5
50297,barclay,70
50298,ladylik,48
50299,kidnapp,37
50300,linsey,29
50301,woolsey,27
50302,unseal,52
50303,overstay,11
50304,coffl,4
50305,linda,34
50306,rael,5
50308,skeeri,5
50309,minit,22
50310,lman,4
50312,ji,19
50315,swet,3
50317,dancin,40
50319,swar,6
50320,cultivatin,4
50321,promisin,12
50322,boun,17
50324,stonish,7
50325,bis,3
50326,cline,6
50328,contrar,3
50329,ahe,6
50330,desp,12
50333,crackin,13
50334,dref,6
50336,markabl,3
50337,instructin,3
50338,disputin,6
50339,mazin,4
50340,glitt,7
50341,tocsin,39
50342,cuticl,25
50343,saltish,4
50346,nuttin,9
50348,neater,45
50349,trong,4
50351,breff,4
50352,furder,17
50353,norf,9
50354,postl,3
50355,rodman,19
50356,scow,48
50357,carney,9
50358,cheroke,45
50360,tesla,6
50361,electrostat,9
50362,dielectr,7
50363,carborundum,6
50364,electrif,5
50365,unipolar,3
50366,vacua,4
50367,holtz,4
50369,sulphid,25
50370,nikola,6
50372,photospher,7
50373,hysteresi,3
50374,ebonit,7
50375,multipolar,3
50376,incompress,9
50378,ayrton,12
50379,unexhaust,28
50380,radiomet,3
50382,pyro,10
50383,cardew,6
50384,dewar,10
50387,reinsert,5
50389,thermopil,3
50390,wimshurst,3
50392,torricellian,4
50393,isochron,6
50394,commerford,3
50396,calli,15
50398,unidirect,3
50399,clockwis,7
50400,acheson,6
50401,monongahela,15
50402,struction,4
50403,minima,12
50404,termi,3
50405,occlud,9
50406,wheelwork,6
50407,contrarili,5
50408,fluoresc,8
50409,diagramat,3
50411,shellack,3
50412,circumferenti,6
50413,diamagnet,4
50414,szl,3
50415,nostrand,12
50420,borderland,54
50421,austro,33
50422,serbian,14
50425,croatia,8
50427,ativ,4
50429,orthogon,4
50430,cosin,17
50433,equi,11
50435,nect,3
50437,equidist,41
50439,angularli,6
50441,international,6
50443,ayer,14
50444,rayleigh,10
50447,nonconduct,3
50448,multifold,8
50449,shellac,15
50450,eclat,22
50451,venient,3
50452,rythmic,7
50453,phylloxera,11
50454,nodal,3
50455,spottiswood,14
50457,knurl,4
50458,ratu,4
50461,blowhol,4
50463,fila,3
50464,parabol,25
50465,foci,26
50467,frequen,3
50468,recover,18
50469,meteorologist,16
50472,mers,5
50475,illusionist,3
50476,tinu,6
50479,profundo,4
50480,farad,9
50482,phe,5
50483,nomena,10
50484,dinari,5
50485,trajectori,21
50486,becquerel,10
50487,annulu,6
50488,tru,11
50489,ruhmkorff,3
50491,desiderata,19
50492,lustrat,9
50493,stratif,22
50494,hittorf,4
50496,rangement,4
50497,incombust,14
50498,propor,3
50499,dowel,9
50504,lenz,10
50505,parnel,32
50506,cahier,6
50507,winni,18
50508,donaho,5
50509,mulholland,13
50510,encycl,17
50513,cead,4
50514,januar,4
50515,ballagh,3
50516,fontenoy,21
50518,mcmahon,11
50519,doherti,8
50520,donnelli,14
50524,davitt,9
50525,whisht,25
50526,monaghan,8
50527,holyday,21
50528,devlin,8
50529,literateur,4
50530,dillon,23
50531,quinta,11
50533,parqu,4
50535,shamrock,28
50536,mchugh,4
50537,crowley,9
50538,morrissey,4
50539,admiranda,4
50542,didymu,10
50543,sqq,15
50545,servit,6
50546,thecla,3
50548,colleen,10
50549,clogher,5
50550,mckenna,7
50551,archdioces,4
50552,riordan,7
50554,mccarthi,34
50555,keiley,3
50557,errington,3
50559,tozier,22
50560,auctorit,12
50561,atkin,42
50562,curran,24
50563,gavan,5
50564,farrel,22
50566,tacon,6
50567,phenix,5
50569,gallagh,17
50570,callaghan,21
50571,mckay,26
50572,harkin,6
50573,magrath,5
50574,mary,8
50575,natick,3
50576,roth,25
50577,cleland,4
50578,sanctu,30
50580,rader,9
50583,peregrinu,7
50585,lerin,5
50588,dialog,14
50590,laodicea,10
50592,jul,17
50593,riom,7
50599,hackman,12
50600,reconsecr,7
50601,parnellit,7
50602,fermanagh,6
50603,louth,8
50604,croke,5
50605,mahar,5
50607,biggar,8
50608,redmond,23
50609,vick,5
50610,mcmaster,8
50611,gorman,18
50612,didon,7
50614,callan,9
50615,trebizond,14
50616,conati,3
50619,sagest,6
50622,mangan,9
50627,scotu,15
50628,kilian,4
50629,erigena,9
50630,colman,21
50631,columbkil,5
50632,uncontest,20
50633,usquebaugh,9
50635,bawn,18
50636,kern,31
50638,killalo,3
50641,ossori,16
50642,durrow,4
50643,murrough,3
50644,raphaelit,23
50645,pithili,21
50646,templet,4
50653,baptistri,5
50654,josepha,4
50658,ceiba,3
50659,merced,22
50660,quinquagesima,3
50661,reredo,15
50663,antoniu,20
50667,crespo,3
50668,yara,4
50670,syllabu,19
50671,matanza,10
50674,eir,12
50676,potheen,8
50677,capp,9
50678,shant,5
50679,stackpol,5
50680,sharkey,6
50681,egan,18
50682,mooney,10
50684,dolan,7
50685,corr,20
50686,fallon,10
50688,lucrum,6
50691,albuera,6
50693,walsh,60
50695,fitchburg,7
50696,donovan,32
50697,kirwin,3
50699,manass,11
50700,dougherti,9
50702,monopolist,31
50703,onahan,3
50704,spooner,13
50705,stapleton,20
50706,gorey,3
50707,arklow,3
50708,drogheda,16
50710,chairmanship,12
50712,populair,11
50714,officia,8
50716,brigid,4
50717,virosa,3
50718,reptilia,6
50725,theoph,4
50726,raynaud,3
50727,clxix,3
50728,clxx,4
50729,comminatori,3
50733,procreat,32
50739,abruzzi,13
50740,spiridion,5
50743,catalonia,21
50744,amand,13
50745,maestricht,12
50746,oye,10
50747,februar,3
50748,modestu,4
50753,episcopu,8
50754,urna,3
50755,defensor,6
50756,nostr,14
50758,fidei,18
50762,spicula,3
50763,osservazioni,3
50765,sigilli,4
50766,antichi,6
50767,secoli,3
50768,bassi,12
50771,mone,10
50772,hymni,3
50774,insulam,4
50775,nutu,5
50777,multitudo,4
50780,intrant,3
50783,exercitu,10
50788,triduum,3
50789,reichenau,5
50790,dalmat,7
50792,nostram,8
50797,longuev,4
50798,mellon,15
50801,mello,5
50803,manum,12
50812,vann,18
50813,auray,8
50814,eni,10
50817,nivernai,6
50818,honoratu,3
50819,januariu,12
50821,hagiolog,4
50823,florentiu,4
50827,saumur,10
50831,fasti,14
50839,wilh,6
50840,gesch,10
50842,septembr,11
50844,serviu,19
50845,angui,7
50846,bollandist,9
50847,leontiu,4
50848,muri,10
50849,amabl,7
50850,malefic,11
50860,empal,5
50863,maximin,8
50865,misso,4
50866,sancto,14
50867,pisc,16
50868,abscondit,4
50869,mutato,4
50872,sagrada,3
50873,gorri,10
50875,godrich,3
50877,manetti,3
50879,vite,21
50880,fiorentini,3
50883,marsi,5
50884,verena,5
50886,aar,11
50890,fiorentino,3
50892,pustul,17
50899,martyrolog,14
50904,gladio,5
50905,victima,6
50906,cadit,3
